"strain1","strain2","pvalue","FDR","gxl"
"NOD/ShiLtJ-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"C58/J-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","BTBR T+ tf/J-fluoxetine",NA,TRUE,TRUE
"A/J-control","BUB/BnJ-control",NA,TRUE,TRUE
"AKR/J-control","BUB/BnJ-control",NA,TRUE,TRUE
"129S1/SvImJ-control","BUB/BnJ-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","BUB/BnJ-control",NA,TRUE,TRUE
"BALB/cJ-control","BUB/BnJ-control",NA,TRUE,TRUE
"MRL/MpJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"A/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"P/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"PL/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"SM/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"LP/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"C58/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"CE/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"LG/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","BUB/BnJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C3H/HeJ-control",NA,TRUE,TRUE
"BALB/cJ-control","C3H/HeJ-control",NA,TRUE,TRUE
"A/J-control","C3H/HeJ-control",NA,TRUE,TRUE
"129S1/SvImJ-control","C3H/HeJ-control",NA,TRUE,TRUE
"AKR/J-control","C3H/HeJ-control",NA,TRUE,TRUE
"BUB/BnJ-control","C3H/HeJ-control",NA,TRUE,TRUE
"MRL/MpJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"A/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"P/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"C58/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"CE/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"PL/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"LG/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"LP/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"SM/J-control","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","C3H/HeJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C57BL/6J-control",NA,TRUE,TRUE
"AKR/J-control","C57BL/6J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BL/6J-control",NA,TRUE,TRUE
"A/J-control","C57BL/6J-control",NA,TRUE,TRUE
"BUB/BnJ-control","C57BL/6J-control",NA,TRUE,TRUE
"C3H/HeJ-control","C57BL/6J-control",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BL/6J-control",NA,TRUE,TRUE
"NOD/ShiLtJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"LG/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"LP/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"CE/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"A/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"P/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"MRL/MpJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C58/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"PL/J-control","C57BL/6J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C57BLKS/J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BLKS/J-control",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BLKS/J-control",NA,TRUE,TRUE
"AKR/J-control","C57BLKS/J-control",NA,TRUE,TRUE
"C57BL/6J-control","C57BLKS/J-control",NA,TRUE,TRUE
"A/J-control","C57BLKS/J-control",NA,TRUE,TRUE
"BUB/BnJ-control","C57BLKS/J-control",NA,TRUE,TRUE
"C3H/HeJ-control","C57BLKS/J-control",NA,TRUE,TRUE
"MRL/MpJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"CE/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"LG/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"A/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"PL/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"P/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"LP/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"C58/J-control","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","C57BLKS/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BR/cdJ-control",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BR/cdJ-control",NA,TRUE,TRUE
"C57BLKS/J-control","C57BR/cdJ-control",NA,TRUE,TRUE
"A/J-control","C57BR/cdJ-control",NA,TRUE,TRUE
"BALB/cJ-control","C57BR/cdJ-control",NA,TRUE,TRUE
"C57BL/6J-control","C57BR/cdJ-control",NA,TRUE,TRUE
"BUB/BnJ-control","C57BR/cdJ-control",NA,TRUE,TRUE
"C3H/HeJ-control","C57BR/cdJ-control",NA,TRUE,TRUE
"AKR/J-control","C57BR/cdJ-control",NA,TRUE,TRUE
"MRL/MpJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"PL/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"SM/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"LG/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"CE/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"A/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"LP/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"P/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"C58/J-control","C57BR/cdJ-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C58/J-control",NA,TRUE,TRUE
"C57BL/6J-control","C58/J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C58/J-control",NA,TRUE,TRUE
"A/J-control","C58/J-control",NA,TRUE,TRUE
"BALB/cJ-control","C58/J-control",NA,TRUE,TRUE
"AKR/J-control","C58/J-control",NA,TRUE,TRUE
"C3H/HeJ-control","C58/J-control",NA,TRUE,TRUE
"C57BLKS/J-control","C58/J-control",NA,TRUE,TRUE
"C57BR/cdJ-control","C58/J-control",NA,TRUE,TRUE
"BUB/BnJ-control","C58/J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"A/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"CE/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"MRL/MpJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"PL/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"P/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C58/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"LP/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","C58/J-fluoxetine",NA,TRUE,TRUE
"LG/J-control","C58/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-fluoxetine","C58/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","CBA/J-control",NA,TRUE,TRUE
"C57BL/6J-control","CBA/J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","CBA/J-control",NA,TRUE,TRUE
"BALB/cJ-control","CBA/J-control",NA,TRUE,TRUE
"AKR/J-control","CBA/J-control",NA,TRUE,TRUE
"BUB/BnJ-control","CBA/J-control",NA,TRUE,TRUE
"C57BLKS/J-control","CBA/J-control",NA,TRUE,TRUE
"A/J-control","CBA/J-control",NA,TRUE,TRUE
"C58/J-control","CBA/J-control",NA,TRUE,TRUE
"C3H/HeJ-control","CBA/J-control",NA,TRUE,TRUE
"C57BR/cdJ-control","CBA/J-control",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"MRL/MpJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"PL/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"LP/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"FVB/NJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"DBA/2J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"CE/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"C58/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"A/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C58/J-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"I/LnJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"NZB/BlNJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"P/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"C57BL/6J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"SWR/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"SJL/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-fluoxetine","CBA/J-fluoxetine",NA,TRUE,TRUE
"NOR/LtJ-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"LG/J-control","CBA/J-fluoxetine",NA,TRUE,TRUE
"CBA/J-control","CE/J-control",NA,TRUE,TRUE
"C57BLKS/J-control","CE/J-control",NA,TRUE,TRUE
"BUB/BnJ-control","CE/J-control",NA,TRUE,TRUE
"C57BL/6J-control","CE/J-control",NA,TRUE,TRUE
"AKR/J-control","CE/J-control",NA,TRUE,TRUE
"129S1/SvImJ-control","CE/J-control",NA,TRUE,TRUE
"BTBR T+ tf/J-control","CE/J-control",NA,TRUE,TRUE
"BALB/cJ-control","CE/J-control",NA,TRUE,TRUE
"C58/J-control","CE/J-control",NA,TRUE,TRUE
"C57BR/cdJ-control","CE/J-control",NA,TRUE,TRUE
"A/J-control","CE/J-control",NA,TRUE,TRUE
"C3H/HeJ-control","CE/J-control",NA,TRUE,TRUE
"DBA/2J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"A/J-fluoxetine","CE/J-fluoxetine",NA,TRUE,TRUE
"NOD/ShiLtJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"BUB/BnJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"NZW/LacJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"MA/MyJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"RIIIS/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"P/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"BTBR T+ tf/J-fluoxetine","CE/J-fluoxetine",NA,TRUE,TRUE
"C3H/HeJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"CE/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"C57BLKS/J-fluoxetine","CE/J-fluoxetine",NA,TRUE,TRUE
"129S1/SvImJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"PL/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
"BALB/cJ-fluoxetine","CE/J-fluoxetine",NA,TRUE,TRUE
"AKR/J-fluoxetine","CE/J-fluoxetine",NA,TRUE,TRUE
"C57BR/cdJ-control","CE/J-fluoxetine",NA,TRUE,TRUE
"SM/J-control","CE/J-fluoxetine",NA,TRUE,TRUE
